CAS;Max_WF;category;function
102-71-6;0.05;HAND/BODY LOTION;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;NAIL POLISH;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;NAIL POLISH;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;NAIL POLISH;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;NAIL POLISH;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;NAIL POLISH;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;NAIL POLISH;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;NAIL POLISH;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;NAIL POLISH;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;NAIL POLISH;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;NAIL POLISH;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;NAIL POLISH;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;NAIL POLISH;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;NAIL POLISH;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;NAIL POLISH;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;FACE WASH, ACNE;Surfactants/Cleansers/Emulsifiers
102-71-6;0.011;HAND/BODY LOTION;Surfactants/Cleansers/Emulsifiers
102-71-6;0.011;HAND/BODY LOTION;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;SUNSCREEN;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;FACE CREAM/MOISTURIZER;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;FACE CREAM/MOISTURIZER;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;FACE CREAM/MOISTURIZER;Surfactants/Cleansers/Emulsifiers
102-71-6;0.0025;HAND SANITIZER;Surfactants/Cleansers/Emulsifiers
102-71-6;0.05;BODY SCRUB;Surfactants/Cleansers/Emulsifiers
102-71-6;0.05;BODY SCRUB;Surfactants/Cleansers/Emulsifiers
102-71-6;0.001;FACE CLEANSING WIPES;Surfactants/Cleansers/Emulsifiers
102-71-6;0.02;FACE CREAM/MOISTURIZER;Surfactants/Cleansers/Emulsifiers
102-71-6;0.016;BODY CARE SET;Surfactants/Cleansers/Emulsifiers
102-71-6;0.003;BUBBLE BATH;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;HAND SANITIZER, SPRAY;Surfactants/Cleansers/Emulsifiers
102-71-6;0.07;SHAVING CREAM, GEL;Surfactants/Cleansers/Emulsifiers
102-71-6;0.07;SHAVING CREAM, GEL;Surfactants/Cleansers/Emulsifiers
102-71-6;0.07;SHAVING CREAM, GEL;Surfactants/Cleansers/Emulsifiers
102-71-6;0.07;SHAVING CREAM, GEL;Surfactants/Cleansers/Emulsifiers
102-71-6;0.07;SHAVING CREAM, GEL;Surfactants/Cleansers/Emulsifiers
102-71-6;0.07;SHAVING CREAM, GEL;Surfactants/Cleansers/Emulsifiers
102-71-6;0.07;SHAVING CREAM, GEL;Surfactants/Cleansers/Emulsifiers
102-71-6;0.007;HAND/BODY LOTION;Surfactants/Cleansers/Emulsifiers
102-71-6;0.009;FRAGRANCE, SPRAY;Surfactants/Cleansers/Emulsifiers
102-71-6;0.009;FRAGRANCE, SPRAY;Surfactants/Cleansers/Emulsifiers
102-71-6;0.1;SHAVING CREAM, GEL;Surfactants/Cleansers/Emulsifiers
102-71-6;0.05;HAND SOAP;Surfactants/Cleansers/Emulsifiers
102-71-6;0.05;HAND SOAP;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;BODY WASH;Surfactants/Cleansers/Emulsifiers
102-71-6;0.1;SHAVING CREAM, GEL;Surfactants/Cleansers/Emulsifiers
102-71-6;0.1;SHAVING CREAM;Surfactants/Cleansers/Emulsifiers
102-71-6;0.1;SHAVING CREAM;Surfactants/Cleansers/Emulsifiers
102-71-6;0.1;SHAVING CREAM;Surfactants/Cleansers/Emulsifiers
102-71-6;0.1;SHAVING CREAM;Surfactants/Cleansers/Emulsifiers
102-71-6;0.1;SHAVING CREAM, GEL;Surfactants/Cleansers/Emulsifiers
102-71-6;0.1;SHAVING CREAM, GEL;Surfactants/Cleansers/Emulsifiers
102-71-6;0.1;SHAVING CREAM, GEL;Surfactants/Cleansers/Emulsifiers
102-71-6;0.1;SHAVING CREAM, GEL;Surfactants/Cleansers/Emulsifiers
102-71-6;0.1;SHAVING CREAM, GEL;Surfactants/Cleansers/Emulsifiers
102-71-6;0.05;BAR SOAP;Surfactants/Cleansers/Emulsifiers
102-71-6;0.002;BATH PAINTS/CRAYONS;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;HAND/BODY LOTION;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;HAND/BODY LOTION;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;HAND/BODY LOTION;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;FACE CREAM/MOISTURIZER;Surfactants/Cleansers/Emulsifiers
102-71-6;0.025;FACE SCRUB;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;HAND/BODY LOTION;Surfactants/Cleansers/Emulsifiers
102-71-6;0.003;HAND/BODY LOTION;Surfactants/Cleansers/Emulsifiers
102-71-6;0.003;HAND/BODY LOTION;Surfactants/Cleansers/Emulsifiers
102-71-6;0.015;AFTERSHAVE;Surfactants/Cleansers/Emulsifiers
102-71-6;0.015;AFTERSHAVE;Surfactants/Cleansers/Emulsifiers
102-71-6;0.07;SHAVING CREAM, GEL;Surfactants/Cleansers/Emulsifiers
102-71-6;0.07;SHAVING CREAM, GEL;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;SHAVING CREAM, GEL;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;HAND/BODY LOTION;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;HAND/BODY LOTION;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;LIP COLOR;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;NAIL POLISH;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;NAIL POLISH;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;NAIL POLISH;Surfactants/Cleansers/Emulsifiers
102-71-6;0.01;NAIL POLISH;Surfactants/Cleansers/Emulsifiers
102-71-6;0.0028;NAIL POLISH;Surfactants/Cleansers/Emulsifiers
102-71-6;0.0028;NAIL POLISH;Surfactants/Cleansers/Emulsifiers
103-50-4;0.01;DEODORANT, SPRAY;Perfumes
103-60-6;0.000026;FRAGRANCE, SPRAY;Perfumes
103-60-6;0.000055;FRAGRANCE;Perfumes
103-95-7;0.01;FRAGRANCE;Masking/Perfuming Agents
103-95-7;0.01;FRAGRANCE;Masking/Perfuming Agents
103-95-7;0.01;BODY SCRUB;Masking/Perfuming Agents
103-95-7;0.01;AFTERSHAVE;Masking/Perfuming Agents
103-95-7;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
103-95-7;0.01;FRAGRANCE;Masking/Perfuming Agents
10339-55-6;0.05;FRAGRANCE;Masking/Perfuming Agents
10339-55-6;0.05;FRAGRANCE;Masking/Perfuming Agents
10339-55-6;0.05;FRAGRANCE;Masking/Perfuming Agents
10339-55-6;0.05;FRAGRANCE;Masking/Perfuming Agents
10339-55-6;0.05;FRAGRANCE;Masking/Perfuming Agents
10339-55-6;0.05;FRAGRANCE;Masking/Perfuming Agents
10339-55-6;0.01;FRAGRANCE, SPRAY;Masking/Perfuming Agents
10339-55-6;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
10361-29-2;0.15;HAIR COLOR;Buffering Agents
10361-29-2;0.15;HAIR COLOR;Buffering Agents
10361-29-2;0.15;HAIR COLOR;Buffering Agents
10377-60-3;0.00022225;BODY CARE SET;Antistatic Skin/Hair Conditioners
10377-60-3;0.001;HAND SOAP;Antistatic Skin/Hair Conditioners
10377-60-3;0.25;BATH SALTS;Antistatic Skin/Hair Conditioners
10377-60-3;0.00011125;BODY CARE SET;Antistatic Skin/Hair Conditioners
10377-60-3;0.001;BODY WASH;Antistatic Skin/Hair Conditioners
10377-60-3;0.0002225;BODY CARE SET;Antistatic Skin/Hair Conditioners
10377-60-3;0.0002225;BODY CARE SET;Antistatic Skin/Hair Conditioners
10377-60-3;0.0002225;BODY CARE SET;Antistatic Skin/Hair Conditioners
10377-60-3;0.0002225;BODY CARE SET;Antistatic Skin/Hair Conditioners
10377-60-3;0.0002225;BATH SALTS;Antistatic Skin/Hair Conditioners
10377-60-3;0.0002225;BATH SALTS;Antistatic Skin/Hair Conditioners
10377-60-3;0.0002225;BODY CARE SET;Antistatic Skin/Hair Conditioners
10377-60-3;0.0002225;BODY CARE SET;Antistatic Skin/Hair Conditioners
10377-60-3;0.001;BODY WASH;Antistatic Skin/Hair Conditioners
10377-60-3;0.001;BAR SOAP;Antistatic Skin/Hair Conditioners
104-21-2;0.01;TOOTHPASTE;Perfumes
104-21-2;0.01;TOOTHPASTE;Perfumes
104-29-0;0.001;AFTERSHAVE;Antimicrobials
104-29-0;0.001;AFTERSHAVE;Antimicrobials
104-29-0;0.001;AFTERSHAVE;Antimicrobials
104-29-0;0.001;AFTERSHAVE;Antimicrobials
104-29-0;0.01;FACE WASH;Antimicrobials
104-29-0;0.01;FACE CREAM/MOISTURIZER;Antimicrobials
104-29-0;0.01;FACE CREAM/MOISTURIZER;Antimicrobials
104-29-0;0.01;FACE CREAM/MOISTURIZER;Antimicrobials
104-29-0;0.05;FACE WASH;Antimicrobials
104-54-1;0.001;FRAGRANCE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE, GEL;Perfumes
104-55-2;0.01;TOOTHPASTE, GEL;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.001;NAIL PRODUCTS, OTHER;Perfumes
104-55-2;0.001;NAIL PRODUCTS, OTHER;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE, GEL;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.01;TOOTHPASTE;Perfumes
104-55-2;0.001;FRAGRANCE;Perfumes
104-67-6;0.01;FRAGRANCE;Masking/Perfuming Agents
10401-55-5;0.05;FACE CREAM/MOISTURIZER;Emollients/Skin Conditioners
10401-55-5;0.05;EYE CREAM;Emollients/Skin Conditioners
10401-55-5;0.07;EYE CREAM;Emollients/Skin Conditioners
10401-55-5;0.07;EYE CREAM;Emollients/Skin Conditioners
105-54-4;0.01;TOOTHPASTE;Perfumes
105-54-4;0.01;TOOTHPASTE;Perfumes
105-62-4;0.07;FACE CREAM/MOISTURIZER;Emollients/Skin Conditioners
105-87-3;0.01;FRAGRANCE;Tonics
105-87-3;0.01;FRAGRANCE;Tonics
105-87-3;0.01;FRAGRANCE;Tonics
105-87-3;0.01;FRAGRANCE;Tonics
105-87-3;0.01;FRAGRANCE;Tonics
105-87-3;0.01;DEODORANT;Tonics
105-87-3;0.01;DEODORANT, SOLID;Tonics
105-87-3;0.01;DEODORANT, SPRAY;Tonics
105-87-3;0.01;DEODORANT, SOLID;Tonics
105-87-3;0.01;DEODORANT, SOLID;Tonics
105-95-3;0.01;FRAGRANCE;Masking/Perfuming Agents
106-02-5;0.01;LIP COLOR;Masking/Perfuming Agents
106-02-5;0.01;LIP COLOR;Masking/Perfuming Agents
106-02-5;0.01;FRAGRANCE;Masking/Perfuming Agents
106-02-5;0.015;FRAGRANCE;Masking/Perfuming Agents
106-02-5;0.01;FRAGRANCE;Masking/Perfuming Agents
106-02-5;0.01;FRAGRANCE;Masking/Perfuming Agents
106-02-5;0.05;FRAGRANCE;Masking/Perfuming Agents
106-02-5;0.01;DEODORANT, SOLID;Masking/Perfuming Agents
106-14-9;0.05;LIP LINER;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;EYE LINER;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP COLOR;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP COLOR;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP COLOR;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP COLOR;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP COLOR;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP COLOR;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP COLOR;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP GLOSS;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP COLOR;Surfactants/Cleansers/Emulsifiers
106-14-9;0.01;LIP COLOR;Surfactants/Cleansers/Emulsifiers
106-22-9;0.001;NAIL PRODUCTS, OTHER;Perfumes
106-22-9;0.01;FRAGRANCE;Perfumes
106-22-9;0.001;FRAGRANCE;Perfumes
106-22-9;0.005;FRAGRANCE;Perfumes
106-22-9;0.001;FRAGRANCE;Perfumes
106-22-9;0.01;FRAGRANCE;Perfumes
106-22-9;0.01;FRAGRANCE;Perfumes
106-22-9;0.01;FRAGRANCE;Perfumes
106-22-9;0.01;FRAGRANCE;Perfumes
106-22-9;0.01;FRAGRANCE;Perfumes
106-22-9;0.01;FRAGRANCE;Perfumes
106-22-9;0.01;FRAGRANCE;Perfumes
106-22-9;0.01;FRAGRANCE;Perfumes
106-22-9;0.01;DEODORANT;Perfumes
106-22-9;0.01;FRAGRANCE;Perfumes
106-22-9;0.01;FRAGRANCE;Perfumes
106-22-9;0.001;FRAGRANCE;Perfumes
106-22-9;0.01;FRAGRANCE;Perfumes
106-22-9;0.01;FRAGRANCE;Perfumes
106-23-0;0.000735;HAIR CONDITIONER;Masking/Perfuming Agents
106-23-0;0.0042;SHAMPOO;Masking/Perfuming Agents
106-24-1;0.001;NAIL PRODUCTS, OTHER;Tonics
106-24-1;0.001;FRAGRANCE;Tonics
106-24-1;0.001;FRAGRANCE;Tonics
106-24-1;0.01;FRAGRANCE;Tonics
106-24-1;0.01;FRAGRANCE;Tonics
106-24-1;0.01;FRAGRANCE;Tonics
106-24-1;0.01;FRAGRANCE;Tonics
106-24-1;0.01;FRAGRANCE;Tonics
106-24-1;0.01;FRAGRANCE;Tonics
106-24-1;0.01;FRAGRANCE;Tonics
106-24-1;0.01;FRAGRANCE;Tonics
106-24-1;0.001;FRAGRANCE;Tonics
106-24-1;0.001;FRAGRANCE;Tonics
106-24-1;0.01;FRAGRANCE;Tonics
106-24-1;0.001;FRAGRANCE;Tonics
106-24-1;0.001;FRAGRANCE;Tonics
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.015;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.015;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.015;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.015;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.015;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.015;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.015;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.015;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.015;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.015;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.015;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.015;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.015;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
106-50-3;0.015;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
106-50-3;0.015;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
106-50-3;0.015;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
106-50-3;0.015;HAIR COLOR, PROFESSIONAL;Hair Dyeing Agents
106-50-3;0.015;HAIR COLOR, PERMANENT;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR, PERMANENT;Hair Dyeing Agents
106-50-3;0.01;HAIR COLOR, PERMANENT;Hair Dyeing Agents
106-50-3;0.015;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-50-3;0.05;HAIR COLOR;Hair Dyeing Agents
106-65-0;0.25;NAIL POLISH REMOVER;Masking/Perfuming Agents
106-97-8;0.68;NAIL POLISH;Propellants
106-97-8;0.001;DEODORANT, SPRAY;Propellants
106-97-8;0.4;FRAGRANCE, SPRAY;Propellants
106-97-8;0.4;FRAGRANCE, SPRAY;Propellants
106-97-8;0.4;FRAGRANCE, SPRAY;Propellants
106-97-8;0.3;DEODORANT, SPRAY;Propellants
106-97-8;0.4;FRAGRANCE, SPRAY;Propellants
106-97-8;0.4;FRAGRANCE, SPRAY;Propellants
106-97-8;0.4;DEODORANT, SOLID;Propellants
106-97-8;0.25;HAIR SPRAY;Propellants
106-97-8;0.4;HAIR SPRAY;Propellants
106-97-8;0.25;HAIR SPRAY;Propellants
106-97-8;0.4;HAIR SPRAY;Propellants
106-97-8;0.05;HAIR STYLING, MOUSSE;Propellants
106-97-8;0.05;HAIR STYLING, MOUSSE;Propellants
106-97-8;0.05;HAIR STYLING, MOUSSE;Propellants
106-97-8;0.05;HAIR STYLING, MOUSSE;Propellants
106-97-8;0.4;DEODORANT, SPRAY;Propellants
106-97-8;0.4;DEODORANT, SPRAY;Propellants
106-97-8;0.3;DEODORANT, SPRAY;Propellants
106-97-8;0.3;DEODORANT, SPRAY;Propellants
106-97-8;0.05;FOOT CARE, SPRAY;Propellants
106-97-8;0.01;SHAVING CREAM;Propellants
106-97-8;0.07;HAIR COLOR, TEMPORARY;Propellants
106-97-8;0.07;HAIR COLOR, TEMPORARY;Propellants
106-97-8;0.07;HAIR COLOR, TEMPORARY;Propellants
106-97-8;0.07;HAIR COLOR, TEMPORARY;Propellants
106-97-8;0.07;HAIR COLOR, TEMPORARY;Propellants
106-97-8;0.25;HAIR SPRAY;Propellants
106-97-8;0.3;FRAGRANCE, SPRAY;Propellants
106-97-8;0.3;FRAGRANCE, SPRAY;Propellants
106-97-8;0.3;FRAGRANCE, SPRAY;Propellants
106-97-8;0.3;FRAGRANCE, SPRAY;Propellants
106-97-8;0.25;HAIR SPRAY;Propellants
106-97-8;0.3;FRAGRANCE;Propellants
106-97-8;0.025;HAIR STYLING;Propellants
106-97-8;0.015;DEPILATORY, SPRAY;Propellants
106-97-8;0.01;FOOT CARE, SPRAY;Propellants
106-97-8;0.05;FACE WASH;Propellants
106-97-8;0.05;FACE WASH;Propellants
106-97-8;0.05;FACE WASH;Propellants
106-97-8;0.05;HAIR STYLING, MOUSSE;Propellants
106-97-8;0.05;HAIR STYLING, MOUSSE;Propellants
106-97-8;0.05;HAIR STYLING;Propellants
106-97-8;0.1;HAIR SPRAY;Propellants
106-97-8;0.025;HAIR STYLING;Propellants
106-97-8;0.025;HAIR STYLING;Propellants
106-97-8;0.155;HAIR SPRAY;Propellants
106-97-8;0.155;HAIR SPRAY;Propellants
106-97-8;0.03;HAIR STYLING;Propellants
106-97-8;0.4;HAIR STYLING;Propellants
106-97-8;0.3;FRAGRANCE, SPRAY;Propellants
106-97-8;0.6;DEODORANT, SPRAY;Propellants
106-97-8;0.15;HAIR SPRAY;Propellants
106-97-8;0.15;HAIR SPRAY;Propellants
106-97-8;0.4;DEODORANT, SPRAY;Propellants
106-97-8;0.1;HAIR CONDITIONING TREATMENT, PROFESSIONAL;Propellants
106-97-8;0.1;HAIR CONDITIONING TREATMENT, PROFESSIONAL;Propellants
106-97-8;0.1;HAIR CONDITIONING TREATMENT, PROFESSIONAL;Propellants
106-97-8;0.1;HAIR CONDITIONING TREATMENT, PROFESSIONAL;Propellants
106-97-8;0.05;HAIR STYLING;Propellants
106-97-8;0.1;HAIR CONDITIONING TREATMENT, PROFESSIONAL;Propellants
106-97-8;0.05;FRAGRANCE, SPRAY;Propellants
106-97-8;0.05;FRAGRANCE, SPRAY;Propellants
106-97-8;0.05;FRAGRANCE, SPRAY;Propellants
106-97-8;0.05;FRAGRANCE, SPRAY;Propellants
106-97-8;0.025;HAIR STYLING;Propellants
106-97-8;0.213;HAIR COLOR, TEMPORARY;Propellants
106-97-8;0.5;HAIR COLOR, TEMPORARY;Propellants
106-97-8;0.5;HAIR COLOR, TEMPORARY;Propellants
106-97-8;0.194;HAIR SPRAY;Propellants
106-97-8;0.194;HAIR SPRAY;Propellants
106-97-8;0.05;HAIR STYLING, MOUSSE;Propellants
106-97-8;0.4;HAIR STYLING, SPRAY;Propellants
106-97-8;0.06;HAIR STYLING, MOUSSE;Propellants
106-97-8;0.06;HAIR STYLING, MOUSSE;Propellants
106214-84-0;0.05;HAIR CONDITIONING TREATMENT;Antistatic Skin/Hair Conditioners
106214-84-0;0.05;HAIR CONDITIONING TREATMENT;Antistatic Skin/Hair Conditioners
106214-84-0;0.05;HAIR CONDITIONING TREATMENT;Antistatic Skin/Hair Conditioners
106214-84-0;0.05;HAIR CONDITIONING TREATMENT;Antistatic Skin/Hair Conditioners
106214-84-0;0.05;HAIR CONDITIONING TREATMENT;Antistatic Skin/Hair Conditioners
106214-84-0;0.015;HAIR CONDITIONING TREATMENT, PROFESSIONAL;Antistatic Skin/Hair Conditioners
